,Top-Left,Bottom-Right,Id
198,"[1293, 2355]","[1436, 2417]",198
199,"[1450, 2365]","[1554, 2417]",199
200,"[1573, 2369]","[1726, 2410]",200
201,"[1743, 2352]","[1924, 2427]",201
202,"[1943, 2355]","[2040, 2406]",202
203,"[2057, 2358]","[2132, 2413]",203
204,"[2149, 2355]","[2282, 2417]",204
205,"[225, 2427]","[766, 2488]",205
206,"[822, 2420]","[972, 2485]",206
207,"[1020, 2423]","[1228, 2485]",207
208,"[1300, 2406]","[1496, 2458]",208
209,"[1515, 2413]","[1798, 2464]",209
210,"[1813, 2403]","[1963, 2478]",210
211,"[1972, 2399]","[2166, 2475]",211
212,"[2178, 2410]","[2279, 2464]",212
213,"[227, 2485]","[367, 2536]",213
214,"[399, 2485]","[544, 2536]",214
215,"[578, 2485]","[735, 2526]",215
216,"[766, 2475]","[998, 2540]",216
217,"[1022, 2478]","[1225, 2540]",217
218,"[1300, 2468]","[1537, 2519]",218
219,"[1566, 2461]","[1834, 2533]",219
220,"[1859, 2461]","[2025, 2522]",220
221,"[2057, 2468]","[2277, 2519]",221
222,"[227, 2536]","[348, 2587]",222
223,"[384, 2533]","[582, 2594]",223
224,"[616, 2533]","[848, 2594]",224
225,"[885, 2536]","[1010, 2587]",225
226,"[1049, 2529]","[1225, 2594]",226
227,"[1296, 2516]","[1436, 2577]",227
228,"[1489, 2499]","[1622, 2574]",228
229,"[1675, 2516]","[1781, 2581]",229
230,"[1834, 2519]","[2011, 2584]",230
231,"[2069, 2522]","[2277, 2574]",231
232,"[230, 2591]","[447, 2642]",232
233,"[476, 2594]","[641, 2646]",233
234,"[667, 2594]","[793, 2659]",234
235,"[815, 2587]","[1042, 2649]",235
236,"[1068, 2587]","[1225, 2649]",236
237,"[1298, 2567]","[1433, 2628]",237
238,"[1491, 2574]","[1595, 2628]",238
239,"[1653, 2570]","[1813, 2635]",239
240,"[1866, 2574]","[1975, 2628]",240
241,"[2028, 2563]","[2282, 2635]",241
242,"[230, 2646]","[435, 2697]",242
243,"[479, 2646]","[682, 2697]",243
244,"[725, 2639]","[1010, 2700]",244
245,"[1059, 2642]","[1228, 2704]",245
246,"[1298, 2628]","[1424, 2687]",246
247,"[1445, 2625]","[1593, 2690]",247
248,"[1619, 2601]","[1733, 2693]",248
249,"[1760, 2632]","[2042, 2683]",249
250,"[2081, 2625]","[2175, 2676]",250
251,"[2212, 2635]","[2282, 2683]",251
252,"[230, 2693]","[445, 2758]",252
253,"[450, 2704]","[602, 2755]",253
254,"[611, 2697]","[807, 2758]",254
255,"[802, 2700]","[911, 2755]",255
256,"[914, 2697]","[1225, 2758]",256
257,"[1296, 2683]","[1462, 2745]",257
258,"[1499, 2680]","[1832, 2741]",258
259,"[1878, 2690]","[2038, 2731]",259
260,"[2083, 2687]","[2277, 2734]",260
261,"[227, 2806]","[389, 2868]",261
262,"[416, 2806]","[566, 2871]",262
263,"[590, 2803]","[667, 2871]",263
264,"[694, 2803]","[875, 2864]",264
265,"[897, 2806]","[1225, 2868]",265
266,"[1293, 2789]","[1426, 2851]",266
267,"[1486, 2792]","[1694, 2844]",267
268,"[1755, 2786]","[1883, 2851]",268
269,"[1931, 2786]","[2105, 2847]",269
270,"[2163, 2792]","[2279, 2844]",270
271,"[227, 2854]","[394, 2916]",271
272,"[421, 2864]","[508, 2919]",272
273,"[527, 2861]","[660, 2912]",273
274,"[694, 2854]","[1037, 2926]",274
275,"[1059, 2854]","[1225, 2916]",275
276,"[1296, 2844]","[1457, 2909]",276
277,"[1482, 2847]","[1607, 2898]",277
278,"[1629, 2844]","[1793, 2905]",278
279,"[1813, 2847]","[1965, 2898]",279
280,"[1989, 2847]","[2088, 2902]",280
281,"[2105, 2847]","[2277, 2898]",281
282,"[230, 2919]","[387, 2970]",282
283,"[418, 2912]","[582, 2974]",283
284,"[611, 2912]","[943, 2974]",284
285,"[976, 2916]","[1131, 2967]",285
286,"[1158, 2916]","[1230, 2984]",286
287,"[1293, 2878]","[1450, 2957]",287
288,"[1455, 2898]","[1557, 2953]",288
289,"[1571, 2895]","[1665, 2963]",289
290,"[1675, 2895]","[1772, 2963]",290
291,"[1779, 2895]","[1873, 2960]",291
292,"[1883, 2902]","[2047, 2953]",292
293,"[2054, 2898]","[2277, 2963]",293
294,"[227, 2970]","[309, 3025]",294
295,"[329, 2963]","[498, 3039]",295
296,"[520, 2974]","[638, 3028]",296
297,"[665, 2967]","[807, 3032]",297
298,"[812, 2974]","[1027, 3021]",298
299,"[1039, 2963]","[1225, 3039]",299
300,"[1293, 2953]","[1368, 3008]",300
301,"[1397, 2953]","[1559, 3015]",301
302,"[1583, 2953]","[1718, 3015]",302
303,"[1740, 2946]","[1880, 3021]",303
304,"[1902, 2950]","[2083, 3011]",304
305,"[2100, 2953]","[2279, 3004]",305
306,"[227, 3083]","[348, 3134]",306
307,"[372, 3076]","[582, 3127]",307
308,"[604, 3076]","[715, 3131]",308
309,"[740, 3076]","[991, 3138]",309
310,"[1015, 3080]","[1223, 3127]",310
311,"[1303, 3066]","[1607, 3117]",311
312,"[1644, 3062]","[1791, 3114]",312
313,"[1822, 3056]","[2081, 3117]",313
314,"[2117, 3056]","[2282, 3121]",314
315,"[227, 3131]","[343, 3182]",315
316,"[372, 3127]","[515, 3189]",316
317,"[544, 3131]","[643, 3186]",317
318,"[672, 3131]","[802, 3182]",318
319,"[834, 3131]","[947, 3186]",319
320,"[979, 3131]","[1223, 3182]",320
321,"[1296, 3114]","[1426, 3179]",321
322,"[1443, 3124]","[1564, 3175]",322
323,"[1583, 3117]","[1779, 3168]",323
324,"[1796, 3114]","[1878, 3168]",324
325,"[1900, 3117]","[2054, 3168]",325
326,"[2071, 3110]","[2163, 3182]",326
327,"[2180, 3117]","[2282, 3168]",327
328,"[230, 2105]","[276, 2153]",328
329,"[307, 2105]","[442, 2157]",329
330,"[471, 2099]","[568, 2153]",330
331,"[597, 2099]","[665, 2157]",331
332,"[810, 2095]","[952, 2157]",332
333,"[979, 2102]","[1221, 2164]",333
334,"[1296, 2082]","[1518, 2143]",334
335,"[1535, 2082]","[1769, 2143]",335
336,"[1791, 2082]","[2033, 2150]",336
337,"[2050, 2085]","[2277, 2136]",337
338,"[230, 2755]","[375, 2806]",338
339,"[418, 2755]","[679, 2806]",339
340,"[728, 2755]","[984, 2806]",340
341,"[1034, 2755]","[1225, 2806]",341
342,"[1296, 2731]","[1595, 2803]",342
343,"[1675, 2734]","[1815, 2799]",343
344,"[1905, 2741]","[2274, 2792]",344
345,"[227, 3025]","[399, 3076]",345
346,"[486, 3021]","[742, 3073]",346
347,"[873, 3025]","[1049, 3066]",347
348,"[1092, 3018]","[1228, 3080]",348
349,"[1298, 3011]","[1484, 3062]",349
350,"[1525, 3011]","[1779, 3059]",350
351,"[1820, 3004]","[1987, 3066]",351
352,"[2021, 3008]","[2156, 3069]",352
353,"[2190, 3008]","[2282, 3062]",353
354,"[1298, 3179]","[1407, 3220]",354
355,"[1426, 3179]","[1547, 3233]",355
356,"[1564, 3179]","[1663, 3230]",356
357,"[1680, 3179]","[1830, 3230]",357
358,"[1847, 3175]","[2074, 3237]",358
359,"[1716, 3268]","[1786, 3315]",359
360,"[1803, 3268]","[1953, 3309]",360
361,"[1984, 3264]","[2156, 3305]",361
362,"[2216, 3268]","[2238, 3305]",362
