,Top-Left,Bottom-Right,Id
108,"[1883, 1542]","[2178, 1617]",108
109,"[278, 1596]","[425, 1647]",109
110,"[515, 1596]","[747, 1671]",110
111,"[788, 1593]","[935, 1668]",111
112,"[976, 1596]","[1201, 1661]",112
113,"[1245, 1586]","[1390, 1651]",113
114,"[1448, 1610]","[1680, 1671]",114
115,"[271, 1668]","[394, 1747]",115
116,"[418, 1671]","[679, 1723]",116
117,"[708, 1671]","[863, 1723]",117
118,"[887, 1671]","[1163, 1743]",118
119,"[1192, 1671]","[1392, 1747]",119
120,"[276, 1740]","[474, 1801]",120
121,"[498, 1747]","[636, 1825]",121
122,"[657, 1743]","[778, 1822]",122
123,"[795, 1743]","[894, 1829]",123
124,"[911, 1743]","[1240, 1818]",124
125,"[1267, 1743]","[1397, 1818]",125
126,"[276, 1825]","[512, 1887]",126
127,"[534, 1815]","[759, 1900]",127
128,"[773, 1818]","[964, 1870]",128
129,"[986, 1818]","[1402, 1904]",129
130,"[1431, 1822]","[1762, 1897]",130
131,"[1781, 1822]","[2197, 1897]",131
132,"[276, 1900]","[404, 1952]",132
133,"[423, 1894]","[713, 1979]",133
134,"[735, 1897]","[868, 1976]",134
135,"[892, 1894]","[1155, 1969]",135
136,"[1167, 1887]","[1508, 1972]",136
137,"[1528, 1894]","[1769, 1962]",137
138,"[1791, 1900]","[1989, 1948]",138
139,"[2016, 1897]","[2197, 1976]",139
140,"[273, 1969]","[411, 2058]",140
141,"[437, 1972]","[556, 2051]",141
142,"[580, 1965]","[851, 2037]",142
143,"[880, 1969]","[1068, 2058]",143
144,"[408, 2075]","[602, 2136]",144
145,"[633, 2078]","[822, 2153]",145
146,"[848, 2071]","[972, 2150]",146
147,"[989, 2071]","[1090, 2153]",147
148,"[1112, 2085]","[1242, 2160]",148
149,"[1267, 2078]","[1392, 2143]",149
150,"[1421, 2078]","[1595, 2153]",150
151,"[1624, 2078]","[1767, 2153]",151
152,"[1789, 2082]","[1924, 2133]",152
153,"[1953, 2075]","[2199, 2146]",153
154,"[273, 2153]","[474, 2215]",154
155,"[505, 2160]","[769, 2222]",155
156,"[793, 2146]","[844, 2211]",156
157,"[873, 2150]","[1141, 2225]",157
158,"[1172, 2160]","[1513, 2222]",158
159,"[1549, 2153]","[1762, 2218]",159
160,"[1793, 2164]","[1907, 2205]",160
161,"[1943, 2160]","[2195, 2211]",161
162,"[273, 2229]","[537, 2300]",162
163,"[553, 2229]","[691, 2307]",163
164,"[703, 2218]","[1242, 2314]",164
165,"[1262, 2229]","[1547, 2304]",165
166,"[1566, 2232]","[1837, 2280]",166
167,"[1861, 2229]","[2195, 2304]",167
168,"[273, 2304]","[474, 2379]",168
169,"[505, 2293]","[728, 2355]",169
170,"[757, 2307]","[877, 2375]",170
171,"[906, 2304]","[1092, 2355]",171
172,"[1126, 2304]","[1238, 2358]",172
173,"[1274, 2304]","[1532, 2375]",173
174,"[1564, 2307]","[1757, 2355]",174
175,"[1791, 2304]","[2195, 2379]",175
176,"[273, 2362]","[466, 2437]",176
177,"[503, 2382]","[674, 2434]",177
178,"[708, 2369]","[938, 2454]",178
179,"[974, 2382]","[1199, 2447]",179
180,"[1233, 2375]","[1392, 2440]",180
181,"[1426, 2379]","[1622, 2430]",181
182,"[1653, 2379]","[1774, 2458]",182
183,"[1805, 2382]","[2047, 2430]",183
184,"[2086, 2379]","[2195, 2434]",184
185,"[276, 2560]","[476, 2622]",185
186,"[498, 2560]","[592, 2642]",186
187,"[602, 2560]","[718, 2642]",187
188,"[737, 2560]","[1001, 2635]",188
189,"[1051, 2553]","[1532, 2639]",189
190,"[1557, 2560]","[1796, 2622]",190
191,"[1810, 2550]","[2202, 2649]",191
192,"[278, 2639]","[602, 2700]",192
193,"[641, 2632]","[955, 2717]",193
194,"[991, 2635]","[1298, 2707]",194
195,"[1339, 2635]","[1532, 2710]",195
196,"[1571, 2625]","[1612, 2707]",196
197,"[1644, 2635]","[1752, 2690]",197
198,"[1786, 2615]","[1827, 2710]",198
199,"[1851, 2628]","[1917, 2700]",199
200,"[1951, 2632]","[2204, 2721]",200
201,"[278, 2714]","[551, 2775]",201
202,"[578, 2693]","[781, 2782]",202
203,"[805, 2710]","[960, 2762]",203
204,"[989, 2710]","[1332, 2786]",204
205,"[1358, 2687]","[1470, 2769]",205
206,"[1489, 2707]","[1590, 2772]",206
207,"[1610, 2710]","[1880, 2786]",207
208,"[1902, 2697]","[2199, 2786]",208
209,"[276, 2786]","[462, 2864]",209
210,"[483, 2786]","[578, 2868]",210
211,"[597, 2782]","[793, 2844]",211
212,"[817, 2786]","[877, 2844]",212
213,"[904, 2786]","[1049, 2837]",213
214,"[1078, 2786]","[1354, 2861]",214
215,"[1387, 2786]","[1624, 2837]",215
216,"[1653, 2789]","[1769, 2840]",216
217,"[1796, 2786]","[1992, 2861]",217
218,"[2016, 2786]","[2199, 2847]",218
219,"[271, 2844]","[425, 2946]",219
220,"[452, 2854]","[723, 2943]",220
221,"[749, 2861]","[880, 2912]",221
222,"[906, 2861]","[1030, 2943]",222
223,"[1051, 2864]","[1160, 2919]",223
224,"[1187, 2854]","[1368, 2943]",224
225,"[1397, 2857]","[1639, 2943]",225
226,"[1658, 2857]","[1938, 2946]",226
227,"[273, 2451]","[626, 2536]",227
228,"[655, 2454]","[909, 2529]",228
229,"[938, 2458]","[1141, 2522]",229
230,"[1172, 2458]","[1341, 2536]",230
231,"[1366, 2454]","[1714, 2540]",231
232,"[411, 2970]","[587, 3021]",232
233,"[611, 2967]","[766, 3045]",233
234,"[786, 2963]","[899, 3045]",234
235,"[918, 2967]","[1039, 3018]",235
236,"[1061, 2967]","[1182, 3018]",236
237,"[1199, 2960]","[1465, 3049]",237
238,"[1486, 2967]","[1612, 3049]",238
239,"[1636, 2970]","[1791, 3021]",239
240,"[1810, 2963]","[1902, 3052]",240
241,"[1914, 2967]","[2197, 3042]",241
242,"[276, 3045]","[389, 3100]",242
243,"[435, 3045]","[626, 3127]",243
244,"[665, 3049]","[798, 3124]",244
245,"[834, 3042]","[981, 3093]",245
246,"[1025, 3042]","[1138, 3121]",246
247,"[1177, 3021]","[1474, 3121]",247
248,"[1515, 3042]","[1694, 3093]",248
249,"[1735, 3039]","[1849, 3131]",249
250,"[1883, 3032]","[2204, 3131]",250
251,"[271, 3110]","[636, 3196]",251
252,"[665, 3114]","[771, 3199]",252
253,"[800, 3121]","[935, 3186]",253
254,"[969, 3114]","[1196, 3199]",254
255,"[1233, 3117]","[1457, 3168]",255
256,"[1496, 3117]","[1600, 3199]",256
257,"[1627, 3107]","[1786, 3199]",257
258,"[1815, 3110]","[1963, 3172]",258
259,"[1994, 3097]","[2199, 3172]",259
260,"[1201, 3250]","[1247, 3295]",260
