,Top-Left,Bottom-Right,Id
100,"[1047, 878]","[1196, 954]",100
101,"[324, 954]","[541, 1029]",101
102,"[580, 954]","[626, 1029]",102
103,"[648, 954]","[728, 1025]",103
104,"[757, 954]","[802, 1022]",104
105,"[831, 964]","[950, 1032]",105
106,"[981, 957]","[1047, 1029]",106
107,"[1076, 974]","[1194, 1029]",107
108,"[309, 1029]","[464, 1118]",108
109,"[486, 1032]","[532, 1104]",109
110,"[551, 1032]","[672, 1111]",110
111,"[694, 1036]","[783, 1107]",111
112,"[800, 1039]","[928, 1118]",112
113,"[940, 1032]","[1027, 1118]",113
114,"[1047, 1039]","[1136, 1111]",114
115,"[1160, 1039]","[1194, 1101]",115
116,"[309, 1114]","[384, 1183]",116
117,"[404, 1107]","[500, 1193]",117
118,"[522, 1111]","[587, 1193]",118
119,"[607, 1111]","[718, 1193]",119
120,"[737, 1118]","[887, 1193]",120
121,"[914, 1121]","[996, 1193]",121
122,"[1025, 1121]","[1080, 1186]",122
123,"[1105, 1114]","[1201, 1196]",123
124,"[312, 1193]","[430, 1261]",124
125,"[440, 1196]","[524, 1265]",125
126,"[532, 1189]","[621, 1271]",126
127,"[631, 1210]","[701, 1268]",127
128,"[713, 1196]","[757, 1261]",128
129,"[764, 1196]","[909, 1271]",129
130,"[918, 1203]","[955, 1278]",130
131,"[1494, 889]","[1622, 964]",131
132,"[1641, 889]","[1716, 957]",132
133,"[1738, 889]","[1827, 954]",133
134,"[1847, 889]","[1893, 954]",134
135,"[1914, 902]","[2021, 954]",135
136,"[2045, 889]","[2209, 954]",136
137,"[2231, 889]","[2282, 950]",137
138,"[1397, 967]","[1496, 1022]",138
139,"[1528, 964]","[1573, 1025]",139
140,"[1607, 967]","[1847, 1019]",140
141,"[1883, 971]","[2011, 1022]",141
142,"[2042, 967]","[2105, 1025]",142
143,"[2134, 964]","[2274, 1025]",143
144,"[1392, 1046]","[1453, 1104]",144
145,"[1457, 1042]","[1511, 1118]",145
146,"[1523, 1049]","[1634, 1118]",146
147,"[1641, 1042]","[1682, 1121]",147
148,"[1694, 1063]","[1839, 1101]",148
149,"[1851, 1046]","[1931, 1118]",149
150,"[1938, 1042]","[1980, 1125]",150
151,"[1395, 1142]","[1465, 1183]",151
152,"[1482, 1138]","[1557, 1193]",152
153,"[1569, 1131]","[1651, 1186]",153
154,"[1663, 1135]","[1747, 1203]",154
155,"[1760, 1135]","[1834, 1186]",155
156,"[1847, 1128]","[1912, 1183]",156
157,"[1926, 1125]","[1980, 1200]",157
158,"[1992, 1125]","[2059, 1189]",158
159,"[2069, 1121]","[2110, 1200]",159
160,"[2141, 1128]","[2279, 1179]",160
161,"[1395, 1203]","[1557, 1268]",161
162,"[1571, 1203]","[1808, 1265]",162
163,"[1825, 1207]","[1909, 1261]",163
164,"[1922, 1200]","[2011, 1268]",164
165,"[2023, 1203]","[2083, 1265]",165
166,"[2091, 1196]","[2190, 1275]",166
167,"[2199, 1203]","[2236, 1278]",167
168,"[1395, 1282]","[1496, 1350]",168
169,"[1513, 1292]","[1595, 1354]",169
170,"[1610, 1285]","[1694, 1354]",170
171,"[1706, 1285]","[1757, 1343]",171
172,"[1774, 1299]","[1897, 1350]",172
173,"[1917, 1299]","[1982, 1357]",173
174,"[1999, 1278]","[2098, 1357]",174
175,"[2110, 1282]","[2214, 1347]",175
176,"[2231, 1282]","[2279, 1343]",176
177,"[1392, 1364]","[1523, 1429]",177
178,"[1530, 1377]","[1639, 1432]",178
179,"[1646, 1371]","[1757, 1425]",179
180,"[1767, 1364]","[1849, 1436]",180
181,"[1856, 1360]","[1960, 1425]",181
182,"[1390, 1456]","[1457, 1511]",182
183,"[1472, 1446]","[1605, 1511]",183
184,"[1619, 1442]","[1726, 1507]",184
185,"[1738, 1446]","[1851, 1511]",185
186,"[1861, 1442]","[1996, 1518]",186
187,"[2009, 1442]","[2120, 1507]",187
188,"[2129, 1446]","[2274, 1507]",188
189,"[1395, 1528]","[1489, 1583]",189
190,"[1511, 1521]","[1557, 1586]",190
191,"[1581, 1528]","[1822, 1579]",191
192,"[1847, 1528]","[1994, 1589]",192
193,"[2013, 1531]","[2120, 1586]",193
194,"[2146, 1542]","[2279, 1583]",194
195,"[2074, 1042]","[2277, 1104]",195
196,"[416, 1398]","[498, 1449]",196
197,"[302, 1552]","[401, 1620]",197
198,"[430, 1545]","[471, 1617]",198
199,"[314, 1630]","[382, 1688]",199
200,"[408, 1624]","[483, 1692]",200
201,"[503, 1624]","[570, 1695]",201
202,"[592, 1630]","[626, 1699]",202
203,"[2050, 1364]","[2125, 1436]",203
204,"[2129, 1377]","[2279, 1429]",204
205,"[522, 1398]","[655, 1473]",205
206,"[672, 1395]","[981, 1466]",206
207,"[1047, 1415]","[1192, 1456]",207
208,"[587, 1552]","[711, 1617]",208
209,"[740, 1548]","[786, 1610]",209
210,"[810, 1545]","[945, 1634]",210
211,"[976, 1555]","[1192, 1606]",211
212,"[740, 1634]","[824, 1702]",212
213,"[848, 1644]","[940, 1709]",213
214,"[962, 1637]","[1030, 1695]",214
215,"[1063, 1644]","[1189, 1695]",215
216,"[309, 1456]","[355, 1518]",216
217,"[372, 1463]","[563, 1545]",217
218,"[578, 1463]","[624, 1528]",218
219,"[641, 1470]","[807, 1531]",219
220,"[822, 1466]","[928, 1548]",220
221,"[945, 1480]","[1042, 1545]",221
222,"[1061, 1473]","[1194, 1538]",222
223,"[1390, 1606]","[1443, 1671]",223
224,"[1450, 1596]","[1537, 1678]",224
225,"[307, 1695]","[447, 1784]",225
226,"[459, 1706]","[549, 1774]",226
227,"[568, 1719]","[636, 1791]",227
228,"[653, 1709]","[694, 1784]",228
229,"[708, 1719]","[786, 1774]",229
230,"[800, 1706]","[863, 1784]",230
231,"[877, 1712]","[1008, 1788]",231
232,"[1022, 1716]","[1192, 1777]",232
233,"[309, 1777]","[360, 1846]",233
234,"[363, 1774]","[462, 1856]",234
235,"[471, 1784]","[604, 1863]",235
236,"[616, 1788]","[730, 1856]",236
237,"[742, 1788]","[918, 1849]",237
238,"[933, 1788]","[979, 1849]",238
239,"[989, 1791]","[1061, 1859]",239
240,"[1076, 1798]","[1204, 1849]",240
241,"[1496, 1798]","[1586, 1866]",241
242,"[1590, 1812]","[1714, 1876]",242
243,"[1723, 1801]","[1760, 1876]",243
244,"[1767, 1801]","[1827, 1859]",244
245,"[1837, 1805]","[1941, 1859]",245
246,"[1955, 1801]","[2069, 1856]",246
247,"[2079, 1798]","[2282, 1859]",247
248,"[1392, 1962]","[1474, 2023]",248
249,"[1496, 1958]","[1554, 2020]",249
250,"[1576, 1955]","[1697, 2034]",250
251,"[1723, 1962]","[1873, 2023]",251
252,"[1931, 1955]","[1989, 2034]",252
253,"[2011, 1955]","[2110, 2034]",253
254,"[2134, 1972]","[2173, 2023]",254
255,"[2199, 1958]","[2286, 2023]",255
256,"[1390, 2044]","[1576, 2095]",256
257,"[1610, 2044]","[1709, 2099]",257
258,"[1738, 2041]","[1805, 2112]",258
259,"[1830, 2037]","[1922, 2102]",259
260,"[1977, 2034]","[2108, 2109]",260
261,"[2129, 2037]","[2173, 2102]",261
262,"[2195, 2041]","[2272, 2112]",262
263,"[1385, 2133]","[1535, 2194]",263
264,"[1557, 2136]","[1631, 2188]",264
265,"[1651, 2119]","[1733, 2191]",265
266,"[1752, 2119]","[1834, 2191]",266
267,"[1851, 2123]","[2074, 2184]",267
268,"[2091, 2119]","[2183, 2184]",268
269,"[2197, 2123]","[2282, 2191]",269
270,"[314, 1866]","[382, 1931]",270
271,"[399, 1859]","[498, 1941]",271
272,"[524, 1873]","[573, 1941]",272
273,"[561, 1880]","[582, 1931]",273
274,"[611, 1870]","[665, 1938]",274
275,"[686, 1866]","[728, 1941]",275
276,"[309, 1945]","[396, 2017]",276
277,"[408, 1945]","[544, 2020]",277
278,"[558, 1952]","[595, 2027]",278
279,"[834, 1883]","[1027, 1945]",279
280,"[1051, 1880]","[1117, 1935]",280
281,"[1136, 1870]","[1199, 1928]",281
282,"[696, 1952]","[788, 2017]",282
283,"[802, 1952]","[858, 2013]",283
284,"[873, 1962]","[974, 2013]",284
285,"[991, 1952]","[1121, 2013]",285
286,"[1136, 1952]","[1199, 2010]",286
287,"[1392, 1890]","[1467, 1941]",287
288,"[1482, 1883]","[1586, 1962]",288
289,"[1593, 1873]","[1689, 1955]",289
290,"[1702, 1880]","[1796, 1945]",290
291,"[1897, 1894]","[1960, 1952]",291
292,"[1975, 1880]","[2071, 1948]",292
293,"[2083, 1880]","[2129, 1941]",293
294,"[2137, 1873]","[2224, 1958]",294
295,"[2231, 1876]","[2277, 1941]",295
296,"[309, 2044]","[399, 2099]",296
297,"[416, 2027]","[503, 2095]",297
298,"[520, 2027]","[592, 2095]",298
299,"[611, 2044]","[831, 2105]",299
300,"[848, 2030]","[894, 2095]",300
301,"[911, 2034]","[964, 2109]",301
302,"[986, 2037]","[1090, 2092]",302
303,"[1109, 2030]","[1148, 2116]",303
304,"[309, 2105]","[476, 2170]",304
305,"[498, 2109]","[592, 2177]",305
306,"[616, 2119]","[766, 2170]",306
307,"[788, 2112]","[834, 2177]",307
308,"[853, 2112]","[945, 2177]",308
309,"[964, 2109]","[1039, 2177]",309
310,"[1056, 2109]","[1194, 2184]",310
311,"[312, 2198]","[377, 2256]",311
312,"[401, 2191]","[505, 2259]",312
313,"[524, 2191]","[614, 2256]",313
314,"[638, 2205]","[672, 2256]",314
315,"[696, 2205]","[798, 2256]",315
316,"[819, 2194]","[996, 2256]",316
317,"[1018, 2194]","[1073, 2256]",317
318,"[1100, 2208]","[1192, 2273]",318
319,"[305, 2345]","[372, 2423]",319
320,"[382, 2352]","[469, 2423]",320
321,"[479, 2348]","[561, 2420]",321
322,"[568, 2365]","[723, 2427]",322
323,"[732, 2355]","[800, 2430]",323
324,"[807, 2355]","[904, 2420]",324
325,"[914, 2355]","[960, 2427]",325
326,"[976, 2369]","[1107, 2430]",326
327,"[1119, 2352]","[1194, 2420]",327
328,"[309, 2430]","[447, 2492]",328
329,"[462, 2437]","[592, 2502]",329
330,"[607, 2430]","[699, 2516]",330
331,"[706, 2437]","[800, 2502]",331
332,"[812, 2447]","[1003, 2509]",332
333,"[1015, 2440]","[1049, 2505]",333
334,"[1390, 2215]","[1530, 2276]",334
335,"[1549, 2198]","[1617, 2273]",335
336,"[1387, 2280]","[1479, 2345]",336
337,"[1496, 2276]","[1540, 2345]",337
338,"[1554, 2276]","[1648, 2341]",338
339,"[1665, 2276]","[1743, 2345]",339
340,"[1714, 2205]","[1839, 2270]",340
341,"[1861, 2205]","[1972, 2270]",341
342,"[1992, 2198]","[2146, 2273]",342
343,"[2158, 2205]","[2279, 2270]",343
344,"[1837, 2273]","[1934, 2341]",344
345,"[1953, 2273]","[2042, 2338]",345
346,"[2064, 2276]","[2127, 2334]",346
347,"[2144, 2270]","[2274, 2348]",347
348,"[305, 2266]","[360, 2348]",348
349,"[372, 2266]","[486, 2345]",349
350,"[495, 2273]","[532, 2348]",350
351,"[626, 2273]","[699, 2348]",351
352,"[708, 2273]","[853, 2348]",352
353,"[865, 2273]","[909, 2341]",353
354,"[918, 2287]","[1005, 2338]",354
355,"[1013, 2276]","[1146, 2338]",355
356,"[1158, 2276]","[1189, 2345]",356
357,"[1387, 2358]","[1448, 2420]",357
358,"[1462, 2369]","[1629, 2430]",358
359,"[1648, 2362]","[1764, 2417]",359
360,"[1784, 2355]","[1922, 2430]",360
361,"[1938, 2358]","[2025, 2413]",361
362,"[2042, 2358]","[2125, 2420]",362
363,"[2134, 2352]","[2180, 2423]",363
364,"[2192, 2355]","[2282, 2420]",364
365,"[1385, 2451]","[1496, 2502]",365
366,"[1506, 2440]","[1602, 2505]",366
367,"[1612, 2454]","[1709, 2509]",367
368,"[1726, 2454]","[1842, 2495]",368
369,"[1859, 2434]","[1992, 2509]",369
370,"[1387, 2522]","[1520, 2584]",370
371,"[1530, 2519]","[1665, 2581]",371
372,"[1682, 2522]","[1922, 2574]",372
373,"[1936, 2519]","[2013, 2587]",373
374,"[2025, 2519]","[2105, 2574]",374
375,"[2120, 2516]","[2156, 2574]",375
376,"[2170, 2519]","[2274, 2574]",376
377,"[1387, 2615]","[1479, 2666]",377
378,"[1489, 2604]","[1595, 2673]",378
379,"[1605, 2611]","[1670, 2666]",379
380,"[1685, 2618]","[1805, 2659]",380
381,"[1820, 2601]","[1854, 2669]",381
382,"[2093, 2434]","[2175, 2512]",382
383,"[2183, 2434]","[2272, 2505]",383
384,"[408, 2618]","[517, 2673]",384
385,"[563, 2611]","[715, 2676]",385
386,"[759, 2618]","[945, 2669]",386
387,"[993, 2611]","[1042, 2673]",387
388,"[1068, 2628]","[1189, 2669]",388
389,"[305, 2693]","[454, 2769]",389
390,"[474, 2697]","[628, 2762]",390
391,"[648, 2697]","[713, 2755]",391
392,"[759, 2704]","[904, 2755]",392
393,"[926, 2710]","[989, 2755]",393
394,"[1010, 2710]","[1090, 2765]",394
395,"[1112, 2710]","[1194, 2772]",395
396,"[305, 2868]","[454, 2919]",396
397,"[464, 2857]","[524, 2919]",397
398,"[534, 2861]","[665, 2926]",398
399,"[682, 2857]","[742, 2919]",399
400,"[749, 2871]","[815, 2926]",400
401,"[839, 2864]","[945, 2919]",401
402,"[957, 2861]","[1119, 2912]",402
403,"[1131, 2857]","[1192, 2916]",403
404,"[305, 3028]","[452, 3080]",404
405,"[481, 3021]","[529, 3086]",405
406,"[556, 3021]","[616, 3083]",406
407,"[643, 3021]","[778, 3083]",407
408,"[807, 3021]","[989, 3083]",408
409,"[1018, 3018]","[1121, 3086]",409
410,"[1148, 3018]","[1192, 3083]",410
411,"[302, 3107]","[416, 3175]",411
412,"[425, 3104]","[471, 3179]",412
413,"[488, 3117]","[578, 3168]",413
414,"[595, 3107]","[730, 3168]",414
415,"[744, 3114]","[894, 3165]",415
416,"[909, 3104]","[967, 3165]",416
417,"[981, 3104]","[1117, 3182]",417
418,"[1131, 3100]","[1192, 3162]",418
419,"[297, 3189]","[372, 3264]",419
420,"[377, 3182]","[493, 3264]",420
421,"[498, 3186]","[546, 3250]",421
422,"[556, 3189]","[708, 3250]",422
423,"[720, 3186]","[781, 3247]",423
424,"[793, 3186]","[902, 3250]",424
425,"[911, 3186]","[984, 3244]",425
426,"[297, 3264]","[433, 3339]",426
427,"[442, 3268]","[486, 3333]",427
428,"[498, 3271]","[580, 3350]",428
429,"[592, 3274]","[684, 3329]",429
430,"[703, 3281]","[798, 3322]",430
431,"[824, 3268]","[943, 3333]",431
432,"[955, 3264]","[1054, 3329]",432
433,"[1066, 3264]","[1134, 3329]",433
434,"[1143, 3264]","[1189, 3336]",434
435,"[305, 2782]","[413, 2837]",435
436,"[445, 2775]","[532, 2847]",436
437,"[566, 2775]","[599, 2837]",437
438,"[631, 2772]","[764, 2847]",438
439,"[300, 2943]","[375, 3011]",439
440,"[396, 2943]","[595, 2994]",440
441,"[619, 2957]","[781, 3008]",441
442,"[802, 2939]","[839, 2998]",442
443,"[882, 2782]","[1020, 2844]",443
444,"[1054, 2775]","[1192, 2837]",444
445,"[943, 2936]","[1020, 3008]",445
446,"[1037, 2939]","[1097, 3001]",446
447,"[1124, 2960]","[1155, 2991]",447
448,"[1146, 2960]","[1179, 2991]",448
449,"[1491, 2786]","[1564, 2844]",449
450,"[1576, 2792]","[1697, 2847]",450
451,"[1709, 2772]","[1798, 2837]",451
452,"[1805, 2786]","[1873, 2844]",452
453,"[1883, 2772]","[1943, 2833]",453
454,"[1951, 2775]","[1987, 2851]",454
455,"[1996, 2772]","[2059, 2833]",455
456,"[2067, 2772]","[2127, 2833]",456
457,"[2139, 2786]","[2279, 2827]",457
458,"[1390, 2857]","[1496, 2926]",458
459,"[1518, 2857]","[1615, 2926]",459
460,"[1636, 2854]","[1682, 2919]",460
461,"[1702, 2864]","[1789, 2916]",461
462,"[1810, 2854]","[1943, 2919]",462
463,"[1967, 2854]","[2006, 2909]",463
464,"[2040, 2851]","[2214, 2912]",464
465,"[2236, 2844]","[2277, 2919]",465
466,"[1385, 2933]","[1501, 3011]",466
467,"[1520, 2939]","[1622, 3008]",467
468,"[1648, 2943]","[1832, 2994]",468
469,"[1859, 2943]","[1953, 2998]",469
470,"[1977, 2929]","[2059, 2998]",470
471,"[2079, 2929]","[2209, 3004]",471
472,"[2231, 2926]","[2282, 2991]",472
473,"[1387, 3018]","[1532, 3080]",473
474,"[1547, 3021]","[1646, 3076]",474
475,"[1660, 3021]","[1704, 3073]",475
476,"[1714, 3015]","[1808, 3080]",476
477,"[1822, 3032]","[1909, 3086]",477
478,"[1919, 3011]","[2013, 3076]",478
479,"[2081, 3015]","[2282, 3066]",479
480,"[1390, 3100]","[1532, 3162]",480
481,"[1549, 3104]","[1731, 3168]",481
482,"[1750, 3097]","[1936, 3172]",482
483,"[1972, 3093]","[2021, 3162]",483
484,"[2033, 3093]","[2088, 3155]",484
485,"[2103, 3104]","[2195, 3155]",485
486,"[2204, 3104]","[2284, 3155]",486
487,"[1390, 3186]","[1470, 3240]",487
488,"[1518, 3175]","[1987, 3247]",488
489,"[2018, 3172]","[2161, 3233]",489
490,"[2185, 3182]","[2284, 3233]",490
491,"[1083, 3189]","[1192, 3244]",491
492,"[1387, 3264]","[1547, 3329]",492
493,"[1566, 3264]","[1740, 3315]",493
494,"[1762, 3261]","[1851, 3315]",494
495,"[1958, 3261]","[2100, 3312]",495
496,"[2120, 3250]","[2163, 3315]",496
497,"[2180, 3254]","[2279, 3309]",497
