,Top-Left,Bottom-Right,Id
112,"[561, 711]","[636, 779]",112
113,"[665, 714]","[858, 766]",113
114,"[887, 704]","[926, 759]",114
115,"[947, 704]","[1078, 755]",115
116,"[1100, 697]","[1167, 762]",116
117,"[331, 779]","[375, 844]",117
118,"[394, 776]","[474, 844]",118
119,"[493, 783]","[558, 841]",119
120,"[580, 779]","[696, 844]",120
121,"[713, 790]","[773, 848]",121
122,"[793, 796]","[974, 858]",122
123,"[1044, 796]","[1124, 837]",123
124,"[437, 885]","[520, 957]",124
125,"[551, 882]","[667, 947]",125
126,"[682, 896]","[790, 950]",126
127,"[807, 885]","[841, 950]",127
128,"[863, 885]","[938, 943]",128
129,"[960, 885]","[1027, 950]",129
130,"[1044, 882]","[1160, 947]",130
131,"[329, 964]","[394, 1022]",131
132,"[406, 974]","[592, 1036]",132
133,"[604, 957]","[694, 1025]",133
134,"[706, 957]","[802, 1025]",134
135,"[815, 957]","[923, 1036]",135
136,"[935, 957]","[979, 1022]",136
137,"[989, 960]","[1107, 1025]",137
138,"[1124, 960]","[1146, 1015]",138
139,"[435, 1111]","[503, 1169]",139
140,"[527, 1128]","[614, 1169]",140
141,"[638, 1128]","[810, 1166]",141
142,"[831, 1114]","[921, 1169]",142
143,"[955, 1111]","[1037, 1179]",143
144,"[1059, 1121]","[1158, 1176]",144
145,"[324, 1189]","[416, 1254]",145
146,"[457, 1193]","[609, 1258]",146
147,"[677, 1189]","[769, 1271]",147
148,"[834, 1196]","[902, 1261]",148
149,"[935, 1186]","[1054, 1265]",149
150,"[1097, 1200]","[1158, 1254]",150
151,"[329, 1275]","[428, 1340]",151
152,"[440, 1268]","[532, 1333]",152
153,"[582, 1282]","[650, 1347]",153
154,"[665, 1271]","[817, 1336]",154
155,"[836, 1275]","[969, 1340]",155
156,"[984, 1265]","[1022, 1347]",156
157,"[1032, 1265]","[1167, 1340]",157
158,"[334, 1357]","[401, 1422]",158
159,"[423, 1350]","[527, 1418]",159
160,"[563, 1360]","[682, 1415]",160
161,"[708, 1350]","[769, 1412]",161
162,"[788, 1364]","[921, 1415]",162
163,"[943, 1350]","[1008, 1425]",163
164,"[1027, 1347]","[1097, 1422]",164
165,"[1117, 1347]","[1163, 1415]",165
166,"[329, 1436]","[464, 1487]",166
167,"[483, 1432]","[561, 1490]",167
168,"[578, 1429]","[674, 1494]",168
169,"[689, 1436]","[771, 1497]",169
170,"[781, 1432]","[860, 1500]",170
171,"[877, 1429]","[964, 1494]",171
172,"[979, 1429]","[1068, 1494]",172
173,"[1085, 1432]","[1121, 1507]",173
174,"[433, 1548]","[522, 1620]",174
175,"[558, 1545]","[715, 1606]",175
176,"[752, 1555]","[822, 1610]",176
177,"[858, 1548]","[894, 1603]",177
178,"[935, 1555]","[1001, 1610]",178
179,"[1044, 1545]","[1163, 1610]",179
180,"[430, 1712]","[520, 1798]",180
181,"[549, 1733]","[732, 1798]",181
182,"[771, 1729]","[793, 1784]",182
183,"[824, 1716]","[923, 1784]",183
184,"[952, 1726]","[1018, 1784]",184
185,"[1047, 1726]","[1167, 1791]",185
186,"[321, 1794]","[418, 1859]",186
187,"[430, 1808]","[515, 1859]",187
188,"[527, 1808]","[643, 1859]",188
189,"[662, 1812]","[684, 1863]",189
190,"[706, 1808]","[800, 1859]",190
191,"[815, 1808]","[877, 1849]",191
192,"[899, 1812]","[1010, 1866]",192
193,"[1022, 1801]","[1059, 1856]",193
194,"[1061, 1794]","[1114, 1856]",194
195,"[469, 1945]","[641, 1982]",195
196,"[691, 1931]","[926, 1982]",196
197,"[957, 1924]","[1095, 2000]",197
198,"[421, 2044]","[602, 2105]",198
199,"[674, 2041]","[735, 2099]",199
200,"[781, 2044]","[981, 2095]",200
201,"[314, 2129]","[503, 2181]",201
202,"[522, 2126]","[607, 2181]",202
203,"[626, 2136]","[689, 2194]",203
204,"[706, 2119]","[851, 2181]",204
205,"[868, 2123]","[926, 2181]",205
206,"[943, 2136]","[1027, 2188]",206
207,"[1044, 2123]","[1146, 2191]",207
208,"[430, 2239]","[517, 2311]",208
209,"[553, 2252]","[720, 2293]",209
210,"[761, 2239]","[993, 2290]",210
211,"[1030, 2235]","[1165, 2300]",211
212,"[430, 2444]","[524, 2526]",212
213,"[556, 2451]","[638, 2512]",213
214,"[665, 2461]","[800, 2502]",214
215,"[829, 2444]","[863, 2505]",215
216,"[897, 2447]","[979, 2519]",216
217,"[1008, 2451]","[1160, 2502]",217
218,"[430, 2622]","[520, 2704]",218
219,"[549, 2625]","[626, 2683]",219
220,"[638, 2625]","[701, 2700]",220
221,"[713, 2622]","[769, 2683]",221
222,"[786, 2628]","[940, 2680]",222
223,"[960, 2628]","[1155, 2680]",223
224,"[324, 2707]","[387, 2765]",224
225,"[399, 2704]","[503, 2782]",225
226,"[517, 2707]","[611, 2762]",226
227,"[628, 2704]","[665, 2762]",227
228,"[677, 2700]","[812, 2765]",228
229,"[822, 2700]","[904, 2769]",229
230,"[911, 2707]","[964, 2775]",230
231,"[979, 2721]","[1054, 2775]",231
232,"[1061, 2704]","[1102, 2779]",232
233,"[1117, 2704]","[1146, 2769]",233
234,"[399, 2854]","[471, 2912]",234
235,"[493, 2864]","[582, 2916]",235
236,"[607, 2857]","[788, 2919]",236
237,"[807, 2847]","[902, 2912]",237
238,"[938, 2854]","[1022, 2922]",238
239,"[1044, 2868]","[1143, 2919]",239
240,"[312, 2929]","[411, 2998]",240
241,"[442, 2933]","[595, 3008]",241
242,"[665, 2936]","[749, 3008]",242
243,"[790, 2950]","[955, 2991]",243
244,"[998, 2939]","[1153, 2991]",244
245,"[321, 3018]","[430, 3086]",245
246,"[459, 3021]","[587, 3086]",246
247,"[619, 3018]","[677, 3080]",247
248,"[708, 3015]","[822, 3080]",248
249,"[868, 3028]","[986, 3080]",249
250,"[1022, 3015]","[1066, 3080]",250
251,"[1092, 3015]","[1158, 3097]",251
252,"[343, 3100]","[450, 3168]",252
253,"[476, 3097]","[578, 3162]",253
254,"[604, 3097]","[648, 3162]",254
255,"[672, 3100]","[732, 3158]",255
256,"[761, 3100]","[875, 3155]",256
257,"[904, 3097]","[993, 3162]",257
258,"[1022, 3100]","[1090, 3165]",258
259,"[1117, 3097]","[1160, 3165]",259
260,"[326, 3189]","[457, 3250]",260
261,"[466, 3182]","[607, 3244]",261
262,"[621, 3192]","[757, 3257]",262
263,"[773, 3192]","[868, 3244]",263
264,"[882, 3192]","[979, 3244]",264
265,"[993, 3192]","[1059, 3247]",265
266,"[1068, 3182]","[1163, 3250]",266
267,"[317, 3264]","[433, 3333]",267
268,"[445, 3257]","[486, 3339]",268
269,"[546, 3257]","[689, 3333]",269
270,"[713, 3257]","[889, 3319]",270
271,"[916, 3281]","[984, 3322]",271
272,"[1008, 3271]","[1165, 3333]",272
273,"[1334, 400]","[1380, 465]",273
274,"[1387, 400]","[1448, 468]",274
275,"[1341, 1186]","[1409, 1261]",275
276,"[1424, 1189]","[1515, 1254]",276
277,"[1530, 1189]","[1670, 1265]",277
278,"[1687, 1193]","[1723, 1268]",278
279,"[1631, 1299]","[1706, 1367]",279
280,"[1726, 1309]","[1893, 1374]",280
281,"[1445, 1398]","[1619, 1459]",281
282,"[1680, 1401]","[1743, 1459]",282
283,"[1781, 1401]","[1984, 1463]",283
284,"[1349, 1473]","[1419, 1531]",284
285,"[1436, 1480]","[1525, 1535]",285
286,"[1542, 1494]","[1605, 1548]",286
287,"[1622, 1480]","[1767, 1542]",287
288,"[1786, 1483]","[1847, 1542]",288
289,"[1861, 1497]","[1948, 1548]",289
290,"[1967, 1483]","[2064, 1538]",290
291,"[1455, 1569]","[1544, 1651]",291
292,"[1578, 1576]","[1718, 1637]",292
293,"[1752, 1576]","[1851, 1654]",293
294,"[1895, 1579]","[2011, 1647]",294
295,"[2052, 1583]","[2168, 1651]",295
296,"[1424, 1661]","[1496, 1729]",296
297,"[1542, 1675]","[1731, 1719]",297
298,"[1776, 1675]","[1856, 1716]",298
299,"[1902, 1671]","[2100, 1723]",299
300,"[2139, 1658]","[2185, 1719]",300
301,"[2098, 1401]","[2185, 1466]",301
302,"[334, 1630]","[401, 1685]",302
303,"[435, 1634]","[524, 1675]",303
304,"[551, 1617]","[643, 1682]",304
305,"[1349, 1644]","[1392, 1712]",305
306,"[1356, 1733]","[1486, 1794]",306
307,"[1511, 1736]","[1578, 1794]",307
308,"[1602, 1736]","[1767, 1812]",308
309,"[1789, 1736]","[1851, 1815]",309
310,"[1455, 1832]","[1542, 1904]",310
311,"[1581, 1835]","[1687, 1890]",311
312,"[1735, 1839]","[1856, 1894]",312
313,"[1897, 1846]","[2033, 1907]",313
314,"[2069, 1835]","[2137, 1911]",314
315,"[1344, 1917]","[1433, 1972]",315
316,"[1462, 1996]","[1542, 2068]",316
317,"[1576, 2000]","[1704, 2051]",317
318,"[1728, 2000]","[1880, 2064]",318
319,"[1900, 1996]","[1953, 2058]",319
320,"[1972, 2000]","[2035, 2058]",320
321,"[2057, 2000]","[2083, 2054]",321
322,"[1455, 2088]","[1523, 2146]",322
323,"[1552, 2102]","[1641, 2153]",323
324,"[1673, 2109]","[1842, 2150]",324
325,"[1871, 2092]","[2050, 2170]",325
326,"[2079, 2109]","[2180, 2164]",326
327,"[1354, 2249]","[1399, 2314]",327
328,"[1404, 2252]","[1457, 2314]",328
329,"[1474, 2256]","[1588, 2311]",329
330,"[1602, 2252]","[1767, 2331]",330
331,"[1776, 2252]","[1842, 2331]",331
332,"[1854, 2256]","[1936, 2317]",332
333,"[1948, 2263]","[2021, 2331]",333
334,"[2040, 2266]","[2185, 2317]",334
335,"[1453, 2434]","[1540, 2505]",335
336,"[1571, 2440]","[1646, 2509]",336
337,"[1675, 2444]","[1868, 2495]",337
338,"[1900, 2430]","[1936, 2492]",338
339,"[1960, 2444]","[2033, 2499]",339
340,"[2057, 2434]","[2183, 2492]",340
341,"[1341, 2512]","[1402, 2574]",341
342,"[1428, 2522]","[1518, 2587]",342
343,"[1540, 2509]","[1607, 2587]",343
344,"[1629, 2509]","[1716, 2574]",344
345,"[1752, 2519]","[1810, 2577]",345
346,"[1839, 2509]","[1970, 2584]",346
347,"[1992, 2509]","[2057, 2587]",347
348,"[2091, 2516]","[2185, 2581]",348
349,"[1337, 2601]","[1412, 2673]",349
350,"[1443, 2604]","[1639, 2656]",350
351,"[1665, 2591]","[1711, 2659]",351
352,"[1731, 2591]","[1818, 2659]",352
353,"[1842, 2594]","[1967, 2652]",353
354,"[1992, 2594]","[2071, 2666]",354
355,"[2093, 2594]","[2183, 2659]",355
356,"[1092, 2041]","[1182, 2112]",356
357,"[1356, 2174]","[1438, 2229]",357
358,"[1477, 2174]","[1624, 2239]",358
359,"[1349, 2345]","[1416, 2399]",359
360,"[1436, 2331]","[1479, 2396]",360
361,"[1496, 2345]","[1569, 2399]",361
362,"[1735, 2170]","[1825, 2256]",362
363,"[1866, 2188]","[1934, 2246]",363
364,"[1982, 2184]","[2178, 2235]",364
365,"[317, 2314]","[389, 2382]",365
366,"[401, 2324]","[500, 2403]",366
367,"[522, 2317]","[703, 2379]",367
368,"[319, 2536]","[396, 2587]",368
369,"[411, 2526]","[515, 2591]",369
370,"[529, 2526]","[561, 2598]",370
371,"[631, 2526]","[720, 2591]",371
372,"[1339, 2669]","[1426, 2738]",372
373,"[1445, 2683]","[1479, 2741]",373
374,"[1499, 2683]","[1617, 2734]",374
375,"[1634, 2669]","[1699, 2748]",375
376,"[1441, 2769]","[1530, 2851]",376
377,"[1561, 2775]","[1704, 2827]",377
378,"[1743, 2779]","[1798, 2837]",378
379,"[1834, 2782]","[1900, 2827]",379
380,"[1938, 2769]","[1984, 2830]",380
381,"[2021, 2769]","[2180, 2830]",381
382,"[1337, 2854]","[1397, 2912]",382
383,"[1416, 2851]","[1503, 2919]",383
384,"[1525, 2857]","[1685, 2922]",384
385,"[1706, 2854]","[1786, 2922]",385
386,"[1801, 2847]","[1859, 2926]",386
387,"[1876, 2847]","[1941, 2922]",387
388,"[1960, 2851]","[2093, 2912]",388
389,"[2112, 2861]","[2187, 2929]",389
390,"[1346, 2943]","[1549, 3004]",390
391,"[1578, 2933]","[1622, 2998]",391
392,"[1646, 2933]","[1704, 2994]",392
393,"[1731, 2933]","[1815, 3001]",393
394,"[1842, 2929]","[1926, 3001]",394
395,"[1955, 2943]","[2052, 2994]",395
396,"[2076, 2943]","[2180, 2994]",396
397,"[1341, 3018]","[1392, 3086]",397
398,"[1407, 3015]","[1484, 3090]",398
399,"[1496, 3025]","[1583, 3093]",399
400,"[1595, 3018]","[1680, 3073]",400
401,"[1694, 3021]","[1769, 3093]",401
402,"[1791, 3021]","[1897, 3076]",402
403,"[1880, 3025]","[1989, 3080]",403
404,"[2006, 3011]","[2050, 3076]",404
405,"[2059, 3015]","[2120, 3076]",405
406,"[2132, 3015]","[2185, 3076]",406
407,"[1344, 3097]","[1426, 3158]",407
408,"[1436, 3097]","[1518, 3158]",408
409,"[1532, 3100]","[1610, 3155]",409
410,"[1624, 3107]","[1723, 3158]",410
411,"[1738, 3090]","[1801, 3172]",411
412,"[1818, 3097]","[1854, 3155]",412
413,"[1861, 3093]","[1897, 3155]",413
414,"[1902, 3093]","[1975, 3162]",414
415,"[1982, 3093]","[2018, 3155]",415
416,"[2035, 3093]","[2093, 3155]",416
417,"[2098, 3097]","[2185, 3168]",417
418,"[1344, 3179]","[1424, 3250]",418
419,"[1441, 3189]","[1540, 3240]",419
420,"[1554, 3179]","[1615, 3240]",420
421,"[1627, 3186]","[1747, 3237]",421
422,"[1760, 3186]","[1820, 3244]",422
423,"[1871, 3182]","[1931, 3244]",423
424,"[1946, 3186]","[2023, 3254]",424
425,"[2045, 3189]","[2187, 3240]",425
426,"[1344, 3264]","[1416, 3333]",426
427,"[1431, 3257]","[1474, 3326]",427
428,"[1491, 3257]","[1656, 3322]",428
429,"[1670, 3257]","[1834, 3333]",429
430,"[1854, 3261]","[2047, 3312]",430
431,"[2076, 3254]","[2192, 3333]",431
