,Top-Left,Bottom-Right,Id
127,"[1470, 468]","[1540, 516]",127
128,"[1540, 451]","[1646, 520]",128
129,"[210, 680]","[582, 728]",129
130,"[595, 677]","[677, 728]",130
131,"[684, 673]","[815, 738]",131
132,"[752, 602]","[926, 755]",132
133,"[955, 673]","[1119, 738]",133
134,"[1126, 673]","[1189, 735]",134
135,"[1189, 670]","[1358, 731]",135
136,"[1363, 673]","[1431, 728]",136
137,"[1482, 673]","[1557, 731]",137
138,"[1557, 670]","[1644, 738]",138
139,"[1738, 468]","[1941, 520]",139
140,"[1951, 465]","[2018, 520]",140
141,"[2025, 465]","[2158, 516]",141
142,"[2170, 468]","[2313, 520]",142
143,"[1694, 516]","[1774, 571]",143
144,"[1781, 513]","[1844, 574]",144
145,"[1854, 520]","[1965, 571]",145
146,"[1975, 513]","[2042, 571]",146
147,"[2054, 523]","[2202, 564]",147
148,"[2209, 513]","[2330, 578]",148
149,"[2313, 461]","[2393, 584]",149
150,"[1557, 615]","[1646, 684]",150
151,"[1689, 608]","[1796, 687]",151
152,"[1796, 625]","[1820, 673]",152
153,"[1822, 619]","[1936, 684]",153
154,"[1938, 619]","[2122, 680]",154
155,"[2129, 625]","[2168, 673]",155
156,"[2170, 622]","[2274, 677]",156
157,"[2274, 615]","[2386, 680]",157
158,"[205, 509]","[312, 574]",158
159,"[314, 513]","[377, 571]",159
160,"[382, 523]","[522, 574]",160
161,"[529, 516]","[590, 571]",161
162,"[590, 516]","[771, 578]",162
163,"[776, 509]","[865, 578]",163
164,"[865, 516]","[899, 571]",164
165,"[950, 509]","[1109, 574]",165
166,"[1109, 502]","[1211, 584]",166
167,"[210, 574]","[387, 625]",167
168,"[392, 567]","[459, 625]",168
169,"[466, 567]","[657, 629]",169
170,"[660, 567]","[732, 625]",170
171,"[732, 557]","[875, 636]",171
172,"[877, 574]","[902, 615]",172
173,"[210, 622]","[292, 673]",173
174,"[285, 629]","[338, 670]",174
175,"[343, 619]","[411, 673]",175
176,"[418, 619]","[585, 680]",176
177,"[592, 615]","[686, 680]",177
178,"[689, 622]","[759, 677]",178
179,"[208, 786]","[268, 831]",179
180,"[379, 772]","[450, 831]",180
181,"[276, 779]","[377, 834]",181
182,"[445, 769]","[544, 834]",182
183,"[1003, 564]","[1105, 632]",183
184,"[1105, 557]","[1165, 636]",184
185,"[1167, 571]","[1293, 629]",185
186,"[1300, 567]","[1419, 619]",186
187,"[1426, 571]","[1528, 622]",187
188,"[1535, 567]","[1644, 622]",188
189,"[1689, 567]","[1740, 632]",189
190,"[1733, 557]","[1837, 639]",190
191,"[1830, 564]","[1941, 629]",191
192,"[1948, 571]","[2093, 622]",192
193,"[2098, 567]","[2216, 632]",193
194,"[2216, 567]","[2267, 625]",194
195,"[2267, 571]","[2299, 625]",195
196,"[2303, 561]","[2383, 629]",196
197,"[952, 622]","[1027, 673]",197
198,"[1032, 622]","[1100, 677]",198
199,"[1100, 612]","[1223, 704]",199
200,"[1223, 622]","[1426, 684]",200
201,"[1851, 677]","[2059, 728]",201
202,"[2059, 673]","[2158, 738]",202
203,"[2158, 677]","[2257, 731]",203
204,"[2265, 673]","[2386, 738]",204
205,"[210, 735]","[283, 772]",205
206,"[292, 735]","[326, 769]",206
207,"[336, 725]","[450, 776]",207
208,"[457, 725]","[616, 776]",208
209,"[621, 721]","[684, 779]",209
210,"[691, 728]","[812, 783]",210
211,"[819, 728]","[904, 783]",211
212,"[952, 711]","[1018, 783]",212
213,"[1015, 721]","[1160, 796]",213
214,"[1165, 728]","[1332, 779]",214
215,"[1332, 728]","[1424, 783]",215
216,"[1467, 711]","[1566, 790]",216
217,"[1564, 731]","[1612, 776]",217
218,"[1689, 714]","[1772, 786]",218
219,"[1827, 721]","[1977, 783]",219
220,"[1989, 735]","[2023, 769]",220
221,"[2025, 711]","[2098, 779]",221
222,"[2096, 721]","[2170, 779]",222
223,"[2168, 721]","[2277, 800]",223
224,"[2282, 731]","[2376, 772]",224
225,"[205, 820]","[292, 885]",225
226,"[271, 824]","[334, 885]",226
227,"[329, 817]","[493, 892]",227
228,"[493, 827]","[602, 882]",228
229,"[602, 827]","[653, 885]",229
230,"[650, 824]","[798, 889]",230
231,"[795, 827]","[899, 878]",231
232,"[952, 820]","[1066, 885]",232
233,"[1068, 824]","[1160, 892]",233
234,"[1165, 820]","[1240, 889]",234
235,"[1238, 824]","[1385, 885]",235
236,"[1385, 827]","[1508, 892]",236
237,"[1513, 824]","[1648, 885]",237
238,"[1692, 827]","[1760, 882]",238
239,"[1745, 837]","[1767, 872]",239
240,"[1762, 824]","[1948, 889]",240
241,"[1953, 831]","[2009, 875]",241
242,"[2004, 824]","[2166, 885]",242
243,"[2168, 820]","[2265, 885]",243
244,"[2265, 820]","[2381, 885]",244
245,"[208, 930]","[297, 984]",245
246,"[305, 919]","[379, 988]",246
247,"[379, 930]","[430, 988]",247
248,"[433, 933]","[471, 984]",248
249,"[466, 933]","[621, 995]",249
250,"[624, 919]","[696, 988]",250
251,"[701, 937]","[897, 988]",251
252,"[935, 854]","[1225, 1008]",252
253,"[1034, 926]","[1121, 991]",253
254,"[1124, 933]","[1187, 988]",254
255,"[1192, 930]","[1274, 981]",255
256,"[1283, 930]","[1322, 981]",256
257,"[1327, 919]","[1399, 988]",257
258,"[1407, 937]","[1528, 991]",258
259,"[1540, 937]","[1646, 991]",259
260,"[1697, 933]","[1830, 984]",260
261,"[1842, 930]","[1965, 981]",261
262,"[1975, 933]","[2035, 978]",262
263,"[2045, 937]","[2183, 978]",263
264,"[2192, 933]","[2231, 984]",264
265,"[2238, 933]","[2381, 984]",265
266,"[256, 1032]","[338, 1094]",266
267,"[346, 1039]","[440, 1090]",267
268,"[450, 1025]","[568, 1094]",268
269,"[575, 1025]","[667, 1090]",269
270,"[679, 1032]","[776, 1087]",270
271,"[786, 1036]","[902, 1087]",271
272,"[957, 1039]","[1105, 1090]",272
273,"[1107, 1025]","[1218, 1094]",273
274,"[1218, 1036]","[1419, 1087]",274
275,"[1424, 1025]","[1520, 1090]",275
276,"[1590, 1046]","[1612, 1083]",276
277,"[1694, 1036]","[1798, 1090]",277
278,"[1801, 1039]","[1907, 1090]",278
279,"[1917, 1039]","[2038, 1090]",279
280,"[2045, 1032]","[2154, 1083]",280
281,"[2156, 1029]","[2250, 1094]",281
282,"[2250, 1029]","[2301, 1094]",282
283,"[2303, 1025]","[2388, 1097]",283
284,"[210, 1094]","[268, 1138]",284
285,"[278, 1087]","[508, 1148]",285
286,"[510, 1077]","[619, 1155]",286
287,"[619, 1080]","[691, 1148]",287
288,"[689, 1083]","[764, 1152]",288
289,"[764, 1087]","[904, 1148]",289
290,"[952, 1087]","[1061, 1142]",290
291,"[1066, 1083]","[1136, 1138]",291
292,"[1136, 1083]","[1204, 1142]",292
293,"[1204, 1087]","[1327, 1138]",293
294,"[1334, 1087]","[1409, 1142]",294
295,"[1421, 1090]","[1525, 1142]",295
296,"[1593, 1104]","[1612, 1131]",296
297,"[1595, 1025]","[1646, 1152]",297
298,"[1694, 1083]","[1873, 1145]",298
299,"[1873, 1094]","[1919, 1135]",299
300,"[1919, 1090]","[2009, 1131]",300
301,"[2011, 1101]","[2030, 1128]",301
302,"[2038, 1087]","[2129, 1138]",302
303,"[2129, 1090]","[2183, 1135]",303
304,"[2163, 1080]","[2325, 1145]",304
305,"[2325, 1083]","[2386, 1142]",305
306,"[210, 1148]","[389, 1189]",306
307,"[396, 1145]","[488, 1196]",307
308,"[498, 1138]","[575, 1196]",308
309,"[575, 1138]","[684, 1203]",309
310,"[691, 1142]","[728, 1189]",310
311,"[732, 1145]","[795, 1189]",311
312,"[800, 1155]","[824, 1186]",312
313,"[831, 1145]","[906, 1200]",313
314,"[955, 1138]","[1063, 1189]",314
315,"[1066, 1142]","[1170, 1193]",315
316,"[1172, 1142]","[1250, 1193]",316
317,"[1247, 1138]","[1523, 1213]",317
318,"[1528, 1135]","[1578, 1200]",318
319,"[1576, 1135]","[1644, 1210]",319
320,"[1697, 1142]","[1767, 1196]",320
321,"[1762, 1142]","[2050, 1189]",321
322,"[2047, 1145]","[2093, 1189]",322
323,"[2093, 1142]","[2253, 1193]",323
324,"[2253, 1138]","[2386, 1203]",324
325,"[208, 1302]","[522, 1354]",325
326,"[534, 1292]","[611, 1350]",326
327,"[614, 1285]","[662, 1347]",327
328,"[667, 1295]","[805, 1347]",328
329,"[815, 1289]","[902, 1343]",329
330,"[950, 1292]","[1066, 1357]",330
331,"[1071, 1292]","[1119, 1357]",331
332,"[1129, 1302]","[1283, 1343]",332
333,"[1296, 1292]","[1438, 1354]",333
334,"[1445, 1289]","[1508, 1364]",334
335,"[1511, 1295]","[1651, 1357]",335
336,"[1694, 1292]","[1808, 1347]",336
337,"[1808, 1295]","[1897, 1347]",337
338,"[1897, 1295]","[1982, 1347]",338
339,"[1987, 1299]","[2045, 1343]",339
340,"[2052, 1295]","[2144, 1350]",340
341,"[2149, 1292]","[2255, 1343]",341
342,"[2257, 1295]","[2378, 1347]",342
343,"[244, 1463]","[266, 1497]",343
344,"[276, 1459]","[350, 1500]",344
345,"[365, 1459]","[508, 1497]",345
346,"[524, 1456]","[718, 1504]",346
347,"[725, 1456]","[761, 1504]",347
348,"[769, 1453]","[829, 1507]",348
349,"[834, 1459]","[899, 1504]",349
350,"[950, 1442]","[1027, 1511]",350
351,"[1027, 1453]","[1117, 1504]",351
352,"[1124, 1456]","[1242, 1497]",352
353,"[1250, 1449]","[1327, 1500]",353
354,"[1332, 1453]","[1380, 1497]",354
355,"[1387, 1453]","[1586, 1504]",355
356,"[1595, 1453]","[1641, 1497]",356
357,"[1694, 1449]","[1813, 1500]",357
358,"[1818, 1446]","[1914, 1511]",358
359,"[1914, 1446]","[2062, 1521]",359
360,"[2062, 1453]","[2183, 1504]",360
361,"[2187, 1456]","[2226, 1500]",361
362,"[2233, 1449]","[2301, 1507]",362
363,"[2306, 1453]","[2378, 1494]",363
364,"[242, 1497]","[343, 1552]",364
365,"[353, 1500]","[428, 1555]",365
366,"[435, 1507]","[582, 1559]",366
367,"[592, 1500]","[728, 1562]",367
368,"[732, 1500]","[902, 1565]",368
369,"[950, 1494]","[1066, 1562]",369
370,"[1078, 1507]","[1221, 1559]",370
371,"[1238, 1504]","[1424, 1555]",371
372,"[1441, 1507]","[1646, 1559]",372
373,"[1694, 1504]","[1810, 1559]",373
374,"[1815, 1504]","[1864, 1552]",374
375,"[1859, 1494]","[1965, 1562]",375
376,"[1972, 1514]","[1999, 1548]",376
377,"[1992, 1504]","[2323, 1555]",377
378,"[244, 1606]","[450, 1658]",378
379,"[457, 1606]","[532, 1661]",379
380,"[539, 1603]","[621, 1658]",380
381,"[633, 1606]","[730, 1658]",381
382,"[737, 1606]","[899, 1658]",382
383,"[950, 1603]","[1061, 1668]",383
384,"[1073, 1606]","[1281, 1668]",384
385,"[1288, 1600]","[1385, 1665]",385
386,"[1390, 1606]","[1532, 1668]",386
387,"[1540, 1606]","[1641, 1661]",387
388,"[1694, 1606]","[1924, 1658]",388
389,"[1929, 1603]","[1977, 1665]",389
390,"[1980, 1620]","[2009, 1651]",390
391,"[2021, 1606]","[2110, 1658]",391
392,"[2122, 1613]","[2289, 1665]",392
393,"[2303, 1617]","[2376, 1654]",393
394,"[244, 1661]","[447, 1712]",394
395,"[447, 1665]","[619, 1716]",395
396,"[621, 1661]","[728, 1712]",396
397,"[730, 1668]","[897, 1709]",397
398,"[952, 1661]","[1051, 1712]",398
399,"[1056, 1658]","[1242, 1719]",399
400,"[1250, 1654]","[1300, 1716]",400
401,"[1300, 1654]","[1409, 1719]",401
402,"[1414, 1658]","[1486, 1712]",402
403,"[1491, 1658]","[1554, 1712]",403
404,"[1559, 1661]","[1641, 1712]",404
405,"[1694, 1661]","[1905, 1709]",405
406,"[1914, 1668]","[1938, 1706]",406
407,"[1948, 1654]","[2117, 1716]",407
408,"[2127, 1654]","[2265, 1716]",408
409,"[2274, 1658]","[2378, 1712]",409
410,"[205, 1709]","[276, 1767]",410
411,"[278, 1712]","[396, 1764]",411
412,"[399, 1709]","[563, 1771]",412
413,"[566, 1712]","[602, 1757]",413
414,"[607, 1712]","[703, 1753]",414
415,"[711, 1712]","[824, 1767]",415
416,"[834, 1712]","[897, 1753]",416
417,"[950, 1709]","[1136, 1771]",417
418,"[1141, 1712]","[1230, 1767]",418
419,"[1235, 1712]","[1274, 1764]",419
420,"[1281, 1712]","[1399, 1767]",420
421,"[1409, 1712]","[1648, 1764]",421
422,"[1694, 1709]","[1757, 1764]",422
423,"[1762, 1709]","[1924, 1771]",423
424,"[1931, 1712]","[2011, 1767]",424
425,"[2016, 1709]","[2105, 1764]",425
426,"[2108, 1709]","[2175, 1781]",426
427,"[2175, 1712]","[2294, 1777]",427
428,"[2308, 1719]","[2376, 1760]",428
429,"[256, 1815]","[314, 1870]",429
430,"[324, 1815]","[551, 1866]",430
431,"[566, 1815]","[657, 1870]",431
432,"[667, 1822]","[744, 1873]",432
433,"[754, 1815]","[848, 1870]",433
434,"[860, 1818]","[902, 1866]",434
435,"[950, 1805]","[1066, 1883]",435
436,"[1063, 1815]","[1199, 1876]",436
437,"[1196, 1818]","[1240, 1863]",437
438,"[1242, 1822]","[1332, 1859]",438
439,"[1341, 1812]","[1433, 1863]",439
440,"[1438, 1815]","[1566, 1856]",440
441,"[1571, 1815]","[1641, 1863]",441
442,"[1692, 1808]","[1839, 1870]",442
443,"[1839, 1812]","[1977, 1873]",443
444,"[1982, 1808]","[2175, 1870]",444
445,"[2173, 1805]","[2219, 1870]",445
446,"[2221, 1808]","[2284, 1870]",446
447,"[2284, 1812]","[2381, 1866]",447
448,"[210, 2027]","[365, 2068]",448
449,"[375, 2020]","[570, 2082]",449
450,"[573, 2020]","[633, 2075]",450
451,"[636, 2020]","[744, 2075]",451
452,"[744, 2020]","[899, 2082]",452
453,"[955, 2027]","[1080, 2068]",453
454,"[1088, 2013]","[1199, 2078]",454
455,"[1204, 2027]","[1308, 2078]",455
456,"[1312, 2020]","[1380, 2078]",456
457,"[1387, 2017]","[1477, 2071]",457
458,"[1515, 2020]","[1641, 2071]",458
459,"[1699, 2030]","[1808, 2068]",459
460,"[1878, 2017]","[1982, 2082]",460
461,"[1980, 2017]","[2050, 2075]",461
462,"[2054, 2023]","[2260, 2071]",462
463,"[2257, 2027]","[2301, 2068]",463
464,"[2301, 2013]","[2378, 2071]",464
465,"[205, 2068]","[321, 2133]",465
466,"[326, 2075]","[408, 2129]",466
467,"[418, 2078]","[570, 2129]",467
468,"[585, 2082]","[694, 2133]",468
469,"[703, 2075]","[819, 2129]",469
470,"[827, 2064]","[902, 2133]",470
471,"[955, 2078]","[1165, 2129]",471
472,"[1172, 2071]","[1298, 2129]",472
473,"[1303, 2061]","[1363, 2129]",473
474,"[1363, 2085]","[1387, 2119]",474
475,"[1395, 2068]","[1508, 2133]",475
476,"[1515, 2082]","[1624, 2123]",476
477,"[1697, 2078]","[1883, 2129]",477
478,"[1893, 2075]","[1941, 2123]",478
479,"[1931, 2085]","[1951, 2112]",479
480,"[1934, 2064]","[2038, 2129]",480
481,"[2042, 2078]","[2250, 2129]",481
482,"[2257, 2068]","[2378, 2133]",482
483,"[208, 2181]","[367, 2222]",483
484,"[387, 2184]","[556, 2225]",484
485,"[573, 2181]","[781, 2229]",485
486,"[793, 2177]","[848, 2235]",486
487,"[848, 2119]","[909, 2246]",487
488,"[947, 2177]","[1056, 2242]",488
489,"[1066, 2181]","[1136, 2239]",489
490,"[1146, 2177]","[1235, 2232]",490
491,"[1245, 2181]","[1402, 2232]",491
492,"[1414, 2177]","[1453, 2229]",492
493,"[1460, 2177]","[1554, 2229]",493
494,"[1561, 2177]","[1651, 2229]",494
495,"[1694, 2177]","[1786, 2232]",495
496,"[1789, 2177]","[1941, 2229]",496
497,"[1946, 2181]","[2064, 2222]",497
498,"[1677, 649]","[1861, 817]",498
499,"[703, 772]","[764, 831]",499
500,"[1395, 581]","[1583, 827]",500
501,"[544, 776]","[699, 837]",501
502,"[764, 776]","[899, 837]",502
503,"[947, 759]","[1037, 841]",503
504,"[1037, 766]","[1083, 837]",504
505,"[1117, 772]","[1235, 837]",505
506,"[1238, 769]","[1366, 834]",506
507,"[1366, 776]","[1540, 841]",507
508,"[1542, 769]","[1646, 837]",508
509,"[1692, 769]","[1827, 844]",509
510,"[1830, 769]","[1953, 834]",510
511,"[1953, 772]","[2132, 837]",511
512,"[2134, 776]","[2192, 834]",512
513,"[2190, 779]","[2383, 844]",513
514,"[208, 882]","[312, 937]",514
515,"[309, 875]","[454, 940]",515
516,"[457, 882]","[561, 933]",516
517,"[561, 875]","[677, 940]",517
518,"[679, 878]","[773, 933]",518
519,"[776, 885]","[904, 926]",519
520,"[205, 974]","[280, 1046]",520
521,"[283, 981]","[445, 1056]",521
522,"[450, 981]","[488, 1036]",522
523,"[488, 984]","[541, 1049]",523
524,"[541, 984]","[696, 1046]",524
525,"[1208, 878]","[1366, 943]",525
526,"[1366, 875]","[1450, 943]",526
527,"[1457, 885]","[1482, 923]",527
528,"[1484, 875]","[1646, 940]",528
529,"[1692, 878]","[1808, 933]",529
530,"[1813, 882]","[1849, 933]",530
531,"[1854, 882]","[1934, 933]",531
532,"[1936, 878]","[2035, 943]",532
533,"[2040, 882]","[2105, 926]",533
534,"[2108, 878]","[2265, 940]",534
535,"[2267, 878]","[2378, 930]",535
536,"[947, 967]","[1049, 1046]",536
537,"[1049, 974]","[1131, 1042]",537
538,"[1129, 971]","[1274, 1046]",538
539,"[1279, 974]","[1402, 1039]",539
540,"[1407, 978]","[1571, 1056]",540
541,"[1573, 967]","[1644, 1046]",541
542,"[1694, 974]","[1909, 1036]",542
543,"[1931, 991]","[1970, 1029]",543
544,"[1967, 984]","[2190, 1032]",544
545,"[2204, 974]","[2291, 1042]",545
546,"[2301, 974]","[2386, 1042]",546
547,"[1590, 1128]","[1634, 1159]",547
548,"[1508, 1015]","[1612, 1162]",548
549,"[210, 1196]","[280, 1244]",549
550,"[280, 1193]","[590, 1254]",550
551,"[597, 1207]","[631, 1241]",551
552,"[641, 1196]","[831, 1248]",552
553,"[834, 1193]","[899, 1248]",553
554,"[957, 1196]","[1150, 1248]",554
555,"[1155, 1193]","[1337, 1244]",555
556,"[1341, 1193]","[1433, 1244]",556
557,"[1697, 1193]","[2069, 1241]",557
558,"[2079, 1196]","[2209, 1248]",558
559,"[2219, 1189]","[2308, 1244]",559
560,"[2318, 1193]","[2378, 1237]",560
561,"[210, 1251]","[430, 1299]",561
562,"[440, 1254]","[488, 1295]",562
563,"[498, 1241]","[561, 1299]",563
564,"[561, 1230]","[667, 1309]",564
565,"[670, 1244]","[778, 1299]",565
566,"[788, 1248]","[822, 1299]",566
567,"[827, 1248]","[902, 1302]",567
568,"[998, 1234]","[1085, 1299]",568
569,"[1095, 1248]","[1254, 1299]",569
570,"[1267, 1244]","[1375, 1295]",570
571,"[1387, 1241]","[1472, 1295]",571
572,"[1484, 1254]","[1554, 1302]",572
573,"[1559, 1234]","[1644, 1302]",573
574,"[1697, 1248]","[1868, 1299]",574
575,"[1873, 1248]","[1922, 1292]",575
576,"[1922, 1248]","[2069, 1289]",576
577,"[2074, 1244]","[2154, 1295]",577
578,"[2156, 1234]","[2245, 1299]",578
579,"[2224, 1244]","[2378, 1295]",579
580,"[952, 1398]","[1034, 1459]",580
581,"[1034, 1395]","[1131, 1459]",581
582,"[1134, 1405]","[1259, 1456]",582
583,"[1264, 1398]","[1358, 1453]",583
584,"[1358, 1377]","[1436, 1463]",584
585,"[1383, 1333]","[1499, 1466]",585
586,"[1491, 1398]","[1641, 1449]",586
587,"[1694, 1401]","[1810, 1456]",587
588,"[1818, 1395]","[1943, 1459]",588
589,"[1948, 1398]","[1980, 1456]",589
590,"[1984, 1391]","[2110, 1456]",590
591,"[2115, 1398]","[2178, 1453]",591
592,"[2180, 1405]","[2221, 1453]",592
593,"[2228, 1395]","[2386, 1456]",593
594,"[208, 1347]","[382, 1398]",594
595,"[389, 1350]","[488, 1391]",595
596,"[950, 1340]","[1022, 1412]",596
597,"[1025, 1340]","[1100, 1415]",597
598,"[1102, 1347]","[1158, 1405]",598
599,"[1167, 1350]","[1320, 1391]",599
600,"[1329, 1347]","[1390, 1405]",600
601,"[1484, 1360]","[1513, 1391]",601
602,"[1518, 1343]","[1648, 1408]",602
603,"[1694, 1343]","[1769, 1401]",603
604,"[1774, 1350]","[1822, 1395]",604
605,"[1820, 1343]","[1977, 1408]",605
606,"[1977, 1343]","[2025, 1405]",606
607,"[2025, 1354]","[2115, 1405]",607
608,"[2120, 1350]","[2228, 1405]",608
609,"[2233, 1350]","[2376, 1391]",609
610,"[249, 1562]","[295, 1603]",610
611,"[283, 1559]","[387, 1600]",611
612,"[406, 1555]","[573, 1606]",612
613,"[585, 1552]","[732, 1613]",613
614,"[744, 1555]","[822, 1606]",614
615,"[831, 1548]","[906, 1603]",615
616,"[952, 1552]","[1066, 1606]",616
617,"[1076, 1552]","[1196, 1606]",617
618,"[1206, 1559]","[1354, 1610]",618
619,"[1358, 1555]","[1399, 1603]",619
620,"[1399, 1559]","[1448, 1603]",620
621,"[1457, 1559]","[1501, 1606]",621
622,"[1503, 1552]","[1573, 1610]",622
623,"[1578, 1552]","[1648, 1606]",623
624,"[1743, 1552]","[1822, 1606]",624
625,"[1830, 1552]","[1963, 1613]",625
626,"[1970, 1545]","[2013, 1610]",626
627,"[2021, 1548]","[2112, 1613]",627
628,"[2120, 1562]","[2168, 1606]",628
629,"[2183, 1559]","[2378, 1596]",629
630,"[203, 1750]","[317, 1829]",630
631,"[314, 1764]","[447, 1815]",631
632,"[947, 1753]","[1066, 1822]",632
633,"[1066, 1753]","[1158, 1818]",633
634,"[1160, 1757]","[1228, 1822]",634
635,"[1218, 1757]","[1414, 1822]",635
636,"[1414, 1764]","[1508, 1818]",636
637,"[1511, 1764]","[1644, 1815]",637
638,"[1692, 1760]","[1864, 1822]",638
639,"[1868, 1753]","[1912, 1822]",639
640,"[1917, 1760]","[2064, 1822]",640
641,"[2069, 1753]","[2137, 1818]",641
642,"[2137, 1753]","[2192, 1815]",642
643,"[2185, 1740]","[2386, 1825]",643
644,"[1001, 1917]","[1179, 1982]",644
645,"[1189, 1917]","[1344, 1979]",645
646,"[1354, 1917]","[1431, 1969]",646
647,"[1443, 1921]","[1535, 1976]",647
648,"[1540, 1914]","[1644, 1979]",648
649,"[1689, 1911]","[1909, 1986]",649
650,"[1907, 1921]","[2038, 1972]",650
651,"[2035, 1917]","[2141, 1982]",651
