,Top-Left,Bottom-Right,Id
103,"[1409, 2393]","[1668, 2468]",103
104,"[1692, 2389]","[1984, 2475]",104
105,"[2001, 2382]","[2093, 2447]",105
106,"[2105, 2382]","[2250, 2471]",106
107,"[437, 2519]","[701, 2594]",107
108,"[728, 2499]","[931, 2574]",108
109,"[962, 2502]","[1076, 2557]",109
110,"[1107, 2499]","[1511, 2550]",110
111,"[1544, 2492]","[1864, 2563]",111
112,"[1895, 2499]","[2096, 2560]",112
113,"[2125, 2502]","[2250, 2553]",113
114,"[440, 2618]","[865, 2704]",114
115,"[887, 2615]","[972, 2669]",115
116,"[993, 2604]","[1221, 2693]",116
117,"[1242, 2608]","[1525, 2680]",117
118,"[1547, 2598]","[1762, 2683]",118
119,"[1774, 2594]","[1902, 2669]",119
120,"[1912, 2608]","[1999, 2663]",120
121,"[2018, 2604]","[2253, 2666]",121
122,"[440, 2728]","[590, 2806]",122
123,"[614, 2721]","[836, 2786]",123
124,"[860, 2717]","[1010, 2779]",124
125,"[1027, 2717]","[1170, 2796]",125
126,"[1189, 2714]","[1346, 2792]",126
127,"[1370, 2710]","[1677, 2796]",127
128,"[2108, 2724]","[2216, 2775]",128
129,"[2180, 2878]","[2224, 2943]",129
130,"[447, 2892]","[568, 2957]",130
131,"[686, 2878]","[831, 2943]",131
132,"[851, 2878]","[916, 2936]",132
133,"[935, 2875]","[1059, 2957]",133
134,"[1080, 2871]","[1254, 2950]",134
135,"[1279, 2871]","[1484, 2946]",135
136,"[1506, 2864]","[1776, 2936]",136
137,"[682, 2980]","[1199, 3080]",137
138,"[1218, 2987]","[1477, 3062]",138
139,"[1499, 2984]","[1668, 3049]",139
140,"[686, 3158]","[822, 3233]",140
141,"[865, 3151]","[1158, 3227]",141
142,"[1201, 3138]","[1750, 3199]",142
143,"[1796, 3148]","[2250, 3223]",143
144,"[464, 3271]","[870, 3343]",144
145,"[902, 3254]","[1303, 3315]",145
146,"[1334, 3247]","[1689, 3322]",146
147,"[1718, 3247]","[2250, 3333]",147
