d_drawer,d_area_median,d_stroke_freq_median,d_rangestroketime_median,d_firststroketime_median,d_laststroketime_median,d_pcgamestup,d_pcgamestdown,d_pcgameserasehighlight
135,81737.46742746886,0.3364360234941097,24.69099998474121,3.963000059127808,37.90899991989136,0.2352941176470588,0.7058823529411765,0.7058823529411765
165,20872.126567841697,0.4274893350557279,39.02750015258789,4.749500036239624,43.7260000705719,0.5,0.0,0.75
99,97202.1850626096,0.2306337083737211,81.4079999923706,2.5185000896453857,85.97800004482269,0.4,0.4,0.7
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,33621.92333645664,0.1751658601592213,91.34200000762938,7.507999897003174,98.84999990463255,0.0,1.0,1.0
179,90051.2974467217,0.9868605077905444,16.752000093460083,10.54699993133545,27.29900002479553,0.0,0.0,0.0
191,16824.61461280577,0.2202057086672931,41.94700002670288,3.2330000400543213,49.22099995613098,0.4545454545454545,0.4545454545454545,0.7272727272727273
199,68081.74606487571,0.1507265909095209,112.7869999408722,9.299000024795532,122.08599996566772,0.0,0.0,0.0
192,37051.08657161772,0.2313873517366213,58.72500002384186,4.4339998960495,66.2444999217987,0.625,0.25,0.75
193,126724.5828871512,0.2058937072724975,116.55499982833862,1.9230000972747805,119.66100001335144,0.2,0.4,0.4
204,104138.0017383664,0.3843652057754225,85.29199981689453,2.95199990272522,87.37299990653992,0.7272727272727273,0.7272727272727273,1.0
211,101376.0,0.3844051113078553,38.36100006103516,2.32699990272522,41.187999963760376,0.2307692307692307,0.3076923076923077,0.3846153846153846
212,92075.14117293977,0.1332445034465315,52.53500008583069,18.835999965667725,71.37100005149841,0.0,0.0,1.0
242,35876.92674127422,0.2620044737123002,55.45850002765656,2.6684999465942383,57.80549991130829,0.5,0.0833333333333333,0.8333333333333334
243,162761.69458001078,0.4916581982055721,28.795000076293945,2.736999988555908,30.675000190734863,0.1428571428571428,0.0,0.1428571428571428
224,109069.13104646013,0.2038213141462745,66.75499999523163,2.807500004768372,68.75699996948242,0.25,0.0,0.75
239,78870.0,0.5424096522263582,22.667999982833862,2.620000123977661,25.167999982833862,0.6923076923076923,0.0769230769230769,0.8461538461538461
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,26734.32036312481,0.1748786786317569,64.19299983978271,1.8459999561309808,67.48199987411499,0.0,0.3333333333333333,0.6666666666666666
218,172343.8082629962,0.3356737252048329,79.23300004005432,7.638999938964844,85.65300011634827,0.0,0.0,0.2857142857142857
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,85617.17763464314,1.125070328563874,12.593999862670898,3.674000024795532,14.902999877929688,0.4,0.2,0.6
278,108029.32392427944,0.3119846709933028,43.34599995613098,1.936500072479248,44.83050000667572,0.7777777777777778,0.3888888888888889,1.0
272,58005.88022941168,0.6178052089621323,23.29100000858307,7.104999899864197,30.395999908447266,0.0,0.0,0.0
282,78631.0,0.3884249362094863,18.36599993705749,2.254000186920166,25.087000131607056,0.8888888888888888,0.0,0.8888888888888888
296,180457.55791578977,0.5669282829372522,75.9355000257492,4.844499945640564,80.77999997138977,1.0,0.5,1.0
311,23352.68253773509,0.3846847379971851,83.18500018119812,3.07099986076355,86.25600004196167,0.3333333333333333,0.3333333333333333,0.6666666666666666
302,40881.15272815175,0.2264287653343488,44.16400003433228,6.267999887466431,50.43199992179871,0.6,0.6,1.0
319,380484.0346672534,0.344612100072767,76.64750003814697,8.606499910354614,85.25399994850159,0.5,0.0,0.5
315,39933.93681520356,0.3908900636552548,36.651999831199646,5.543000102043152,43.86450004577637,0.0714285714285714,0.0,0.2857142857142857
314,51139.1031907647,0.0771411489507323,103.7060000896454,2.66599988937378,106.37199997901917,0.0,0.0,1.0
344,186013.73999798344,0.4845821917083248,72.35199999809265,5.18150007724762,80.12100005149841,0.625,0.0,0.875
335,160701.30563427968,0.2108413211737488,106.69800007343292,4.033500075340271,111.02100002765656,0.125,0.375,0.875
326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,139387.2595232965,0.3176754631835572,73.93300008773804,5.421000003814697,77.19800019264221,1.0,0.3333333333333333,1.0
339,90235.2848857984,0.3830776804122275,31.8510000705719,1.9320001602172847,34.77800011634827,0.6923076923076923,0.0769230769230769,0.7692307692307693
355,56449.463157772494,0.2405802428207741,71.6819999217987,7.620000004768372,81.15049993991852,0.5,0.5,1.0
349,93205.95047600484,0.2607637678584643,60.05350005626679,2.934499979019165,62.75700008869171,1.0,1.0,1.0
379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,33653.6482570402,0.1530973604231935,45.42750000953674,3.802500009536743,70.50150001049042,0.25,0.25,1.0
360,53116.4947414923,0.3618599595398021,44.21600008010864,4.66100001335144,47.10900020599365,0.2857142857142857,0.1428571428571428,0.4285714285714285
372,23416.974405029287,0.2675252917167568,52.04199993610382,2.505500078201294,57.17250001430512,0.625,0.5,1.0
357,25512.698357274166,0.2799029665895668,42.121999979019165,3.937000036239624,45.89400005340576,0.7058823529411765,0.7058823529411765,1.0
382,99323.60465875856,0.3573405960562514,35.417500019073486,1.6974999904632568,37.21150004863739,0.1666666666666666,0.0833333333333333,0.4166666666666667
405,124441.8674307893,0.2335434665069373,31.235000014305115,3.0624998807907104,35.03400003910065,0.4,0.3,0.5
393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,86684.1045467283,0.649419300083592,66.21299982070924,5.001999855041504,113.80399990081789,0.0,0.6,0.6
414,24273.33830428637,0.401050753310248,49.86899995803834,7.355000019073486,70.65599989891052,0.6666666666666666,0.5555555555555556,1.0
395,125678.30307888864,0.2447298335282781,98.72399997711182,6.583500027656555,106.47850000858308,0.375,0.125,0.5
406,46899.36241551135,0.3555239481827921,46.242000102996826,4.378999948501587,51.07800006866455,0.2857142857142857,0.2857142857142857,0.5714285714285714
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,103095.5684023466,0.2387469201344495,117.27899980545044,4.9720001220703125,121.15000009536745,0.6666666666666666,0.6666666666666666,1.0
416,111332.77807234038,0.5679730046857762,41.8159999847412,3.503999948501587,43.97300004959106,0.7777777777777778,0.3333333333333333,0.7777777777777778
426,43391.03366316679,0.3103990142853688,49.714499950408936,8.650499939918518,58.364999890327454,0.5,0.0,1.0
428,90444.4629118148,0.5407188748039216,33.8860000371933,4.7790000438690186,37.94200003147125,0.1666666666666666,0.3333333333333333,0.5
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,49768.18069705997,0.1319217679887955,59.31250000000001,9.539499998092651,68.85199999809265,0.5,0.5,0.5
440,68596.7687244429,0.2815027128411304,78.15199995040894,3.002000093460083,105.32999992370604,0.0,0.0,0.0
438,76836.28081980532,0.4628343989964835,10.80299997329712,5.599999904632568,16.402999877929688,0.0,0.0,1.0
445,83262.27231521427,0.2899551821236999,42.17700004577637,3.811500072479248,45.48900008201599,0.7941176470588235,0.5294117647058824,1.0
463,247438.8114437176,0.3010103297902296,34.86699998378754,2.508999943733216,38.6450001001358,0.5,0.0,0.5
466,50878.63523122568,0.2806994371179175,23.7739999294281,2.407000064849853,27.58899998664856,0.2666666666666666,0.1333333333333333,0.5333333333333333
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,70962.50652406627,0.5458142887132535,27.82800006866455,4.873000144958496,34.187000036239624,0.2,0.0,0.4
476,44293.55426109836,0.2144758210543264,24.36100006103516,2.61899995803833,26.980000019073486,0.25,0.0,0.5
491,28575.130087983307,0.2814681387738939,31.30999994277954,3.671000003814697,37.585999965667725,0.1538461538461538,0.0769230769230769,0.4615384615384615
504,49562.21255536894,0.1726607016328087,40.62599992752075,10.302000045776367,47.305999994277954,0.4,0.2,0.4
505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
